TEMPORADA,# NIDO,ESPECIE,# HUEVOS,FECHA DE COLECTA,FECHA DE NACIMIENTO,CRIAS LOGRADAS,CRIAS NO LOGRADAS,ADOPTA,MES,AÑO,TASA DE SUPERVIVENCIA,,CRIAS LOGRADAS_1,,,,y = 19.872 + 1.280(Especie) + 0.012(Fecha) - 8.428(Temporada) - 0.008(Nido) + 0.851(Huevos)
A,1037,GOLFINA,68,20/09/2022,04/11/2022,66,2,,11,2022,97.06%,,60.87204,,,,
A,1038,GOLFINA,52,20/09/2022,04/11/2022,51,1,,11,2022,98.08%,,47.21876,,,,
A,1039,GOLFINA,106,21/09/2022,05/11/2022,100,6,,11,2022,94.34%,,93.29858,,,,
A,1040,GOLFINA,100,21/09/2022,05/11/2022,96,4,,11,2022,96.00%,,88.1786,,,,
A,1041,GOLFINA,96,21/09/2022,05/11/2022,90,6,,11,2022,93.75%,,84.76528,,,,
A,1042,GOLFINA,100,21/09/2022,05/11/2022,97,3,,11,2022,97.00%,,88.1786,,,,
A,1043,GOLFINA,90,21/09/2022,05/11/2022,86,4,,11,2022,95.56%,,79.6453,,,,
A,1044,GOLFINA,90,21/09/2022,05/11/2022,87,3,,11,2022,96.67%,,79.6453,,,,
A,1045,GOLFINA,89,21/09/2022,05/11/2022,80,9,,11,2022,89.89%,,78.79197,,,,
A,1046,GOLFINA,65,21/09/2022,05/11/2022,60,5,,11,2022,92.31%,,58.31205,,,,
A,1047,GOLFINA,98,21/09/2022,05/11/2022,89,9,,11,2022,90.82%,,86.47194,,,,
A,1048,GOLFINA,80,21/09/2022,05/11/2022,71,9,,11,2022,88.75%,,71.112,,,,
A,1049,GOLFINA,80,21/09/2022,05/11/2022,80,0,,11,2022,100.00%,,71.112,,,,
A,1050,GOLFINA,85,21/09/2022,05/11/2022,83,2,,11,2022,97.65%,,75.37865,,,,
A,1051,GOLFINA,100,21/09/2022,05/11/2022,97,3,,11,2022,97.00%,,88.1786,,,,
A,1052,GOLFINA,115,21/09/2022,05/11/2022,110,5,,11,2022,95.65%,,100.97855,,,,
A,1053,GOLFINA,110,21/09/2022,05/11/2022,99,11,,11,2022,90.00%,,96.7119,,,,
A,1054,GOLFINA,60,21/09/2022,05/11/2022,54,6,,11,2022,90.00%,,54.0454,,,,
A,1055,GOLFINA,65,21/09/2022,05/11/2022,59,6,,11,2022,90.77%,,58.31205,,,,
A,1056,GOLFINA,60,21/09/2022,05/11/2022,58,2,,11,2022,96.67%,,54.0454,,,,
A,1057,GOLFINA,70,21/09/2022,05/11/2022,67,3,,11,2022,95.71%,,62.5787,,,,
A,1058,GOLFINA,69,22/09/2022,06/11/2022,66,3,,11,2022,95.65%,,61.72537,,,,
A,1059,GOLFINA,110,22/09/2022,06/11/2022,104,6,,11,2022,94.55%,,96.7119,,,,
A,1060,GOLFINA,91,22/09/2022,06/11/2022,90,1,,11,2022,98.90%,,80.49863,,,,
A,1061,GOLFINA,94,22/09/2022,06/11/2022,90,4,,11,2022,95.74%,,83.05862,,,,
A,1062,GOLFINA,100,22/09/2022,06/11/2022,91,9,,11,2022,91.00%,,88.1786,,,,
A,1063,GOLFINA,111,22/09/2022,06/11/2022,106,5,,11,2022,95.50%,,97.56523,,,,
A,1064,GOLFINA,110,22/09/2022,06/11/2022,104,6,,11,2022,94.55%,,96.7119,,,,
A,1065,GOLFINA,80,22/09/2022,06/11/2022,80,0,,11,2022,100.00%,,71.112,,,,
A,1066,GOLFINA,102,22/09/2022,06/11/2022,96,6,,11,2022,94.12%,,89.88526,,,,
A,1067,GOLFINA,76,22/09/2022,06/11/2022,71,5,,11,2022,93.42%,,67.69868,,,,
A,1068,GOLFINA,84,22/09/2022,06/11/2022,80,4,,11,2022,95.24%,,74.52532,,,,
A,1069,GOLFINA,100,22/09/2022,06/11/2022,97,3,,11,2022,97.00%,,88.1786,,,,
A,1070,GOLFINA,105,22/09/2022,06/11/2022,102,3,,11,2022,97.14%,,92.44525,,,,
A,1071,GOLFINA,78,22/09/2022,06/11/2022,71,7,,11,2022,91.03%,,69.40534,,,,
A,1072,GOLFINA,88,22/09/2022,06/11/2022,86,2,,11,2022,97.73%,,77.93864,,,,
A,1073,GOLFINA,69,22/09/2022,06/11/2022,64,5,,11,2022,92.75%,,61.72537,,,,
A,1074,GOLFINA,44,22/09/2022,06/11/2022,41,3,,11,2022,93.18%,,40.39212,,,,
A,1075,GOLFINA,70,22/09/2022,06/11/2022,66,4,,11,2022,94.29%,,62.5787,,,,
A,1076,GOLFINA,68,22/09/2022,06/11/2022,61,7,,11,2022,89.71%,,60.87204,,,,
A,1077,GOLFINA,62,22/09/2022,06/11/2022,60,2,,11,2022,96.77%,,55.75206,,,,
A,1078,GOLFINA,93,22/09/2022,06/11/2022,88,5,,11,2022,94.62%,,82.20529,,,,
A,1079,GOLFINA,121,22/09/2022,06/11/2022,116,5,,11,2022,95.87%,,106.09853,,,,
A,1080,GOLFINA,104,22/09/2022,06/11/2022,100,4,,11,2022,96.15%,,91.59192,,,,
A,1081,GOLFINA,100,22/09/2022,06/11/2022,97,3,,11,2022,97.00%,,88.1786,,,,
A,1082,GOLFINA,90,22/09/2022,06/11/2022,88,2,,11,2022,97.78%,,79.6453,,,,
A,1083,GOLFINA,100,22/09/2022,06/11/2022,93,7,,11,2022,93.00%,,88.1786,,,,
A,1084,GOLFINA,80,23/09/2022,07/11/2022,74,6,,11,2022,92.50%,,71.112,,,,
A,1085,GOLFINA,96,23/09/2022,07/11/2022,94,2,,11,2022,97.92%,,84.76528,,,,
A,1086,GOLFINA,78,23/09/2022,07/11/2022,74,4,,11,2022,94.87%,,69.40534,,,,
A,1087,GOLFINA,106,23/09/2022,07/11/2022,103,3,,11,2022,97.17%,,93.29858,,,,
A,1088,GOLFINA,100,23/09/2022,07/11/2022,100,0,,11,2022,100.00%,,88.1786,,,,
A,1089,GOLFINA,103,23/09/2022,07/11/2022,102,1,,11,2022,99.03%,,90.73859,,,,
A,1090,GOLFINA,92,23/09/2022,07/11/2022,90,2,,11,2022,97.83%,,81.35196,,,,
A,1091,GOLFINA,76,23/09/2022,07/11/2022,70,6,,11,2022,92.11%,,67.69868,,,,
A,1092,GOLFINA,72,23/09/2022,07/11/2022,70,2,,11,2022,97.22%,,64.28536,,,,
A,1093,GOLFINA,110,23/09/2022,07/11/2022,103,7,,11,2022,93.64%,,96.7119,,,,
A,1094,GOLFINA,88,23/09/2022,07/11/2022,86,2,,11,2022,97.73%,,77.93864,,,,
A,1095,GOLFINA,97,23/09/2022,07/11/2022,94,3,,11,2022,96.91%,,85.61861,,,,
A,1096,GOLFINA,80,23/09/2022,07/11/2022,76,4,,11,2022,95.00%,,71.112,,,,
A,1097,GOLFINA,92,23/09/2022,07/11/2022,90,2,,11,2022,97.83%,,81.35196,,,,
A,1098,GOLFINA,82,23/09/2022,07/11/2022,78,4,,11,2022,95.12%,,72.81866,,,,
A,1099,GOLFINA,97,23/09/2022,07/11/2022,91,6,,11,2022,93.81%,,85.61861,,,,
A,1100,GOLFINA,86,23/09/2022,07/11/2022,83,3,,11,2022,96.51%,,76.23198,,,,
A,1101,GOLFINA,71,23/09/2022,07/11/2022,70,1,,11,2022,98.59%,,63.43203,,,,
A,1102,GOLFINA,63,23/09/2022,07/11/2022,60,3,,11,2022,95.24%,,56.60539,,,,
A,1103,GOLFINA,85,23/09/2022,07/11/2022,83,2,,11,2022,97.65%,,75.37865,,,,
A,1104,GOLFINA,105,23/09/2022,07/11/2022,102,3,,11,2022,97.14%,,92.44525,,,,
A,1105,GOLFINA,100,23/09/2022,07/11/2022,100,0,,11,2022,100.00%,,88.1786,,,,
A,1106,GOLFINA,106,23/09/2022,07/11/2022,103,3,,11,2022,97.17%,,93.29858,,,,
A,1107,GOLFINA,94,23/09/2022,07/11/2022,91,3,,11,2022,96.81%,,83.05862,,,,
A,1108,GOLFINA,102,23/09/2022,07/11/2022,100,2,,11,2022,98.04%,,89.88526,,,,
A,1109,GOLFINA,91,23/09/2022,07/11/2022,90,1,,11,2022,98.90%,,80.49863,,,,
A,1110,GOLFINA,82,23/09/2022,07/11/2022,80,2,,11,2022,97.56%,,72.81866,,,,
A,1111,GOLFINA,101,23/09/2022,07/11/2022,97,4,,11,2022,96.04%,,89.03193,,,,
A,1112,GOLFINA,103,23/09/2022,07/11/2022,98,5,,11,2022,95.15%,,90.73859,,,,
A,1113,GOLFINA,96,23/09/2022,07/11/2022,91,5,,11,2022,94.79%,,84.76528,,,,
A,1114,GOLFINA,72,23/09/2022,07/11/2022,65,7,,11,2022,90.28%,,64.28536,,,,
A,1115,GOLFINA,81,23/09/2022,07/11/2022,78,3,,11,2022,96.30%,,71.96533,,,,
A,1116,GOLFINA,112,23/09/2022,07/11/2022,106,6,,11,2022,94.64%,,98.41856,,,,
A,1117,GOLFINA,122,23/09/2022,07/11/2022,118,4,,11,2022,96.72%,,106.95186,,,,
A,1118,GOLFINA,82,23/09/2022,07/11/2022,78,4,,11,2022,95.12%,,72.81866,,,,
A,1119,GOLFINA,91,23/09/2022,07/11/2022,84,7,,11,2022,92.31%,,80.49863,,,,
A,1120,GOLFINA,97,23/09/2022,07/11/2022,91,6,,11,2022,93.81%,,85.61861,,,,
A,1121,GOLFINA,81,23/09/2022,07/11/2022,76,5,,11,2022,93.83%,,71.96533,,,,
A,1122,GOLFINA,90,23/09/2022,07/11/2022,89,1,,11,2022,98.89%,,79.6453,,,,
A,1123,GOLFINA,73,23/09/2022,07/11/2022,67,6,,11,2022,91.78%,,65.13869,,,,
A,1124,GOLFINA,89,23/09/2022,07/11/2022,86,3,,11,2022,96.63%,,78.79197,,,,
A,1125,GOLFINA,90,23/09/2022,07/11/2022,85,5,,11,2022,94.44%,,79.6453,,,,
A,1126,GOLFINA,72,23/09/2022,07/11/2022,69,3,,11,2022,95.83%,,64.28536,,,,
A,1127,GOLFINA,94,23/09/2022,07/11/2022,88,6,,11,2022,93.62%,,83.05862,,,,
A,1128,GOLFINA,100,23/09/2022,07/11/2022,98,2,,11,2022,98.00%,,88.1786,,,,
A,1129,GOLFINA,82,23/09/2022,07/11/2022,76,6,,11,2022,92.68%,,72.81866,,,,
A,1130,GOLFINA,111,23/09/2022,07/11/2022,108,3,,11,2022,97.30%,,97.56523,,,,
A,1131,GOLFINA,95,23/09/2022,07/11/2022,91,4,,11,2022,95.79%,,83.91195,,,,
A,1132,GOLFINA,80,23/09/2022,07/11/2022,74,6,,11,2022,92.50%,,71.112,,,,
A,1133,GOLFINA,92,23/09/2022,07/11/2022,87,5,,11,2022,94.57%,,81.35196,,,,
A,1134,GOLFINA,88,23/09/2022,07/11/2022,85,3,,11,2022,96.59%,,77.93864,,,,
A,1135,GOLFINA,107,23/09/2022,07/11/2022,102,5,,11,2022,95.33%,,94.15191,,,,
A,1136,GOLFINA,100,23/09/2022,07/11/2022,96,4,,11,2022,96.00%,,88.1786,,,,
A,1137,GOLFINA,82,23/09/2022,07/11/2022,79,3,,11,2022,96.34%,,72.81866,,,,
A,1138,GOLFINA,91,23/09/2022,07/11/2022,90,1,,11,2022,98.90%,,80.49863,,,,
A,1139,GOLFINA,80,23/09/2022,07/11/2022,76,4,,11,2022,95.00%,,71.112,,,,
A,1140,GOLFINA,90,23/09/2022,07/11/2022,87,3,,11,2022,96.67%,,79.6453,,,,
A,1141,GOLFINA,92,23/09/2022,07/11/2022,91,1,,11,2022,98.91%,,81.35196,,,,
A,1142,GOLFINA,91,23/09/2022,07/11/2022,91,0,,11,2022,100.00%,,80.49863,,,,
A,1143,GOLFINA,93,23/09/2022,07/11/2022,90,3,,11,2022,96.77%,,82.20529,,,,
A,1144,GOLFINA,87,23/09/2022,07/11/2022,84,3,,11,2022,96.55%,,77.08531,,,,
A,1145,GOLFINA,98,23/09/2022,07/11/2022,93,5,,11,2022,94.90%,,86.47194,,,,
A,1146,GOLFINA,100,23/09/2022,07/11/2022,95,5,,11,2022,95.00%,,88.1786,,,,
A,1147,GOLFINA,103,23/09/2022,07/11/2022,100,3,,11,2022,97.09%,,90.73859,,,,
A,1148,GOLFINA,90,23/09/2022,07/11/2022,88,2,,11,2022,97.78%,,79.6453,,,,
A,1149,GOLFINA,88,23/09/2022,07/11/2022,84,4,,11,2022,95.45%,,77.93864,,,,
A,1150,GOLFINA,90,23/09/2022,07/11/2022,86,4,,11,2022,95.56%,,79.6453,,,,
A,1151,GOLFINA,100,23/09/2022,07/11/2022,97,3,,11,2022,97.00%,,88.1786,,,,
A,1152,GOLFINA,82,23/09/2022,07/11/2022,80,2,,11,2022,97.56%,,72.81866,,,,
A,1153,GOLFINA,93,23/09/2022,07/11/2022,91,2,,11,2022,97.85%,,82.20529,,,,
A,1154,GOLFINA,90,24/09/2022,08/11/2022,85,5,,11,2022,94.44%,,79.6453,,,,
A,1155,GOLFINA,100,24/09/2022,08/11/2022,97,3,,11,2022,97.00%,,88.1786,,,,
A,1156,GOLFINA,102,24/09/2022,08/11/2022,100,2,,11,2022,98.04%,,89.88526,,,,
A,1157,GOLFINA,100,24/09/2022,08/11/2022,97,3,,11,2022,97.00%,,88.1786,,,,
A,1158,GOLFINA,92,24/09/2022,08/11/2022,90,2,,11,2022,97.83%,,81.35196,,,,
A,1159,GOLFINA,80,24/09/2022,08/11/2022,74,6,,11,2022,92.50%,,71.112,,,,
A,1160,GOLFINA,96,24/09/2022,08/11/2022,92,4,,11,2022,95.83%,,84.76528,,,,
A,1161,GOLFINA,91,24/09/2022,08/11/2022,88,3,,11,2022,96.70%,,80.49863,,,,
A,1162,GOLFINA,103,24/09/2022,08/11/2022,100,3,,11,2022,97.09%,,90.73859,,,,
A,1163,GOLFINA,110,24/09/2022,08/11/2022,103,7,,11,2022,93.64%,,96.7119,,,,
A,1164,GOLFINA,63,24/09/2022,08/11/2022,61,2,,11,2022,96.83%,,56.60539,,,,
A,1165,GOLFINA,89,24/09/2022,08/11/2022,86,3,,11,2022,96.63%,,78.79197,,,,
A,1166,GOLFINA,90,24/09/2022,08/11/2022,85,5,,11,2022,94.44%,,79.6453,,,,
A,1167,GOLFINA,100,24/09/2022,08/11/2022,93,7,,11,2022,93.00%,,88.1786,,,,
A,1168,GOLFINA,63,24/09/2022,08/11/2022,60,3,,11,2022,95.24%,,56.60539,,,,
A,1169,GOLFINA,72,24/09/2022,08/11/2022,71,1,,11,2022,98.61%,,64.28536,,,,
A,1170,GOLFINA,86,24/09/2022,08/11/2022,86,0,,11,2022,100.00%,,76.23198,,,,
A,1171,GOLFINA,97,24/09/2022,08/11/2022,95,2,,11,2022,97.94%,,85.61861,,,,
A,1172,GOLFINA,100,24/09/2022,08/11/2022,97,3,,11,2022,97.00%,,88.1786,,,,
A,1173,GOLFINA,98,24/09/2022,08/11/2022,95,3,,11,2022,96.94%,,86.47194,,,,
A,1174,GOLFINA,82,24/09/2022,08/11/2022,80,2,,11,2022,97.56%,,72.81866,,,,
A,1175,GOLFINA,83,24/09/2022,08/11/2022,80,3,,11,2022,96.39%,,73.67199,,,,
A,1176,GOLFINA,100,24/09/2022,08/11/2022,97,3,,11,2022,97.00%,,88.1786,,,,
A,1177,GOLFINA,80,24/09/2022,08/11/2022,77,3,,11,2022,96.25%,,71.112,,,,
A,1178,GOLFINA,91,24/09/2022,08/11/2022,90,1,,11,2022,98.90%,,80.49863,,,,
A,1179,GOLFINA,105,24/09/2022,08/11/2022,102,3,,11,2022,97.14%,,92.44525,,,,
A,1180,GOLFINA,100,24/09/2022,08/11/2022,100,0,,11,2022,100.00%,,88.1786,,,,
A,1181,GOLFINA,102,24/09/2022,08/11/2022,99,3,,11,2022,97.06%,,89.88526,,,,
A,1182,GOLFINA,93,24/09/2022,08/11/2022,90,3,,11,2022,96.77%,,82.20529,,,,
A,1183,GOLFINA,88,24/09/2022,08/11/2022,86,2,,11,2022,97.73%,,77.93864,,,,
A,1184,GOLFINA,97,24/09/2022,08/11/2022,94,3,,11,2022,96.91%,,85.61861,,,,
A,1185,GOLFINA,68,24/09/2022,08/11/2022,66,2,,11,2022,97.06%,,60.87204,,,,
A,1186,GOLFINA,70,24/09/2022,08/11/2022,70,0,,11,2022,100.00%,,62.5787,,,,
A,1187,GOLFINA,61,24/09/2022,08/11/2022,60,1,,11,2022,98.36%,,54.89873,,,,
A,1188,GOLFINA,100,24/09/2022,08/11/2022,97,3,,11,2022,97.00%,,88.1786,,,,
A,1189,GOLFINA,90,24/09/2022,08/11/2022,88,2,,11,2022,97.78%,,79.6453,,,,
A,1190,GOLFINA,68,24/09/2022,08/11/2022,66,2,,11,2022,97.06%,,60.87204,,,,
A,1191,GOLFINA,96,24/09/2022,08/11/2022,94,2,,11,2022,97.92%,,84.76528,,,,
A,1192,GOLFINA,97,24/09/2022,08/11/2022,95,2,,11,2022,97.94%,,85.61861,,,,
A,1193,GOLFINA,103,24/09/2022,08/11/2022,102,1,,11,2022,99.03%,,90.73859,,,,
A,1194,GOLFINA,110,24/09/2022,08/11/2022,107,3,,11,2022,97.27%,,96.7119,,,,
A,1195,GOLFINA,100,24/09/2022,08/11/2022,100,0,,11,2022,100.00%,,88.1786,,,,
A,1196,GOLFINA,77,24/09/2022,08/11/2022,75,2,,11,2022,97.40%,,68.55201,,,,
A,1197,GOLFINA,86,24/09/2022,08/11/2022,84,2,,11,2022,97.67%,,76.23198,,,,
A,1198,GOLFINA,91,24/09/2022,08/11/2022,90,1,,11,2022,98.90%,,80.49863,,,,
A,1199,GOLFINA,93,24/09/2022,08/11/2022,91,2,,11,2022,97.85%,,82.20529,,,,
A,1200,GOLFINA,102,24/09/2022,08/11/2022,100,2,,11,2022,98.04%,,89.88526,,,,
A,1201,GOLFINA,98,24/09/2022,08/11/2022,94,4,,11,2022,95.92%,,86.47194,,,,
A,1202,GOLFINA,101,24/09/2022,08/11/2022,100,1,,11,2022,99.01%,,89.03193,,,,
A,1203,GOLFINA,88,24/09/2022,08/11/2022,86,2,,11,2022,97.73%,,77.93864,,,,
A,1204,GOLFINA,93,24/09/2022,08/11/2022,90,3,,11,2022,96.77%,,82.20529,,,,
A,1205,GOLFINA,91,24/09/2022,08/11/2022,90,1,,11,2022,98.90%,,80.49863,,,,
A,1206,GOLFINA,81,24/09/2022,08/11/2022,78,3,,11,2022,96.30%,,71.96533,,,,
A,1207,GOLFINA,79,24/09/2022,08/11/2022,77,2,,11,2022,97.47%,,70.25867,,,,
A,1208,GOLFINA,85,24/09/2022,08/11/2022,84,1,,11,2022,98.82%,,75.37865,,,,
A,1209,GOLFINA,90,24/09/2022,08/11/2022,85,5,,11,2022,94.44%,,79.6453,,,,
A,1210,GOLFINA,98,24/09/2022,08/11/2022,96,2,,11,2022,97.96%,,86.47194,,,,
A,1211,GOLFINA,100,24/09/2022,08/11/2022,97,3,,11,2022,97.00%,,88.1786,,,,
A,1212,GOLFINA,96,24/09/2022,08/11/2022,96,0,,11,2022,100.00%,,84.76528,,,,
A,1213,GOLFINA,97,24/09/2022,08/11/2022,94,3,,11,2022,96.91%,,85.61861,,,,
A,1214,GOLFINA,100,24/09/2022,08/11/2022,95,5,,11,2022,95.00%,,88.1786,,,,
A,1215,GOLFINA,103,24/09/2022,08/11/2022,100,3,,11,2022,97.09%,,90.73859,,,,
A,1216,GOLFINA,100,24/09/2022,08/11/2022,97,3,,11,2022,97.00%,,88.1786,,,,
A,1217,GOLFINA,30,24/09/2022,08/11/2022,28,2,,11,2022,93.33%,,28.4455,,,,
A,1218,GOLFINA,132,25/09/2022,09/11/2022,119,13,,11,2022,90.15%,,115.48516,,,,
A,1219,GOLFINA,86,25/09/2022,09/11/2022,84,2,,11,2022,97.67%,,76.23198,,,,
A,1220,GOLFINA,85,25/09/2022,09/11/2022,80,5,,11,2022,94.12%,,75.37865,,,,
A,1221,GOLFINA,94,25/09/2022,09/11/2022,91,3,,11,2022,96.81%,,83.05862,,,,
A,1222,GOLFINA,100,25/09/2022,09/11/2022,96,4,,11,2022,96.00%,,88.1786,,,,
A,1223,GOLFINA,80,25/09/2022,09/11/2022,75,5,,11,2022,93.75%,,71.112,,,,
A,1224,GOLFINA,91,25/09/2022,09/11/2022,90,1,,11,2022,98.90%,,80.49863,,,,
A,1225,GOLFINA,100,25/09/2022,09/11/2022,96,4,,11,2022,96.00%,,88.1786,,,,
A,1226,GOLFINA,47,25/09/2022,09/11/2022,45,2,,11,2022,95.74%,,42.95211,,,,
A,1227,GOLFINA,98,25/09/2022,09/11/2022,94,4,,11,2022,95.92%,,86.47194,,,,
A,1228,GOLFINA,100,25/09/2022,09/11/2022,96,4,,11,2022,96.00%,,88.1786,,,,
A,1229,GOLFINA,95,25/09/2022,09/11/2022,93,2,,11,2022,97.89%,,83.91195,,,,
A,1230,GOLFINA,88,25/09/2022,09/11/2022,85,3,,11,2022,96.59%,,77.93864,,,,
A,1231,GOLFINA,90,25/09/2022,09/11/2022,90,0,,11,2022,100.00%,,79.6453,,,,
A,1232,GOLFINA,106,25/09/2022,09/11/2022,102,4,,11,2022,96.23%,,93.29858,,,,
A,1233,GOLFINA,92,26/09/2022,10/11/2022,90,2,,11,2022,97.83%,,81.35196,,,,
A,1234,GOLFINA,81,26/09/2022,10/11/2022,80,1,,11,2022,98.77%,,71.96533,,,,
A,1235,GOLFINA,79,26/09/2022,10/11/2022,74,5,,11,2022,93.67%,,70.25867,,,,
A,1236,GOLFINA,80,26/09/2022,10/11/2022,76,4,,11,2022,95.00%,,71.112,,,,
A,1237,GOLFINA,52,26/09/2022,10/11/2022,50,2,,11,2022,96.15%,,47.21876,,,,
A,1238,GOLFINA,77,26/09/2022,10/11/2022,74,3,,11,2022,96.10%,,68.55201,,,,
A,1239,GOLFINA,115,26/09/2022,10/11/2022,112,3,,11,2022,97.39%,,100.97855,,,,
A,1240,GOLFINA,75,26/09/2022,10/11/2022,72,3,,11,2022,96.00%,,66.84535,,,,
A,1241,GOLFINA,80,26/09/2022,10/11/2022,80,0,,11,2022,100.00%,,71.112,,,,
A,1242,GOLFINA,85,26/09/2022,10/11/2022,81,4,,11,2022,95.29%,,75.37865,,,,
A,1243,GOLFINA,101,26/09/2022,10/11/2022,100,1,,11,2022,99.01%,,89.03193,,,,
A,1244,GOLFINA,94,26/09/2022,10/11/2022,91,3,,11,2022,96.81%,,83.05862,,,,
A,1245,GOLFINA,99,26/09/2022,10/11/2022,98,1,,11,2022,98.99%,,87.32527,,,,
A,1246,GOLFINA,100,26/09/2022,10/11/2022,96,4,,11,2022,96.00%,,88.1786,,,,
A,1247,GOLFINA,95,26/09/2022,10/11/2022,92,3,,11,2022,96.84%,,83.91195,,,,
A,1248,GOLFINA,100,26/09/2022,10/11/2022,97,3,,11,2022,97.00%,,88.1786,,,,
A,1249,GOLFINA,105,26/09/2022,10/11/2022,102,3,,11,2022,97.14%,,92.44525,,,,
A,1250,GOLFINA,100,26/09/2022,10/11/2022,100,0,,11,2022,100.00%,,88.1786,,,,
A,1251,GOLFINA,86,27/09/2022,11/11/2022,85,1,,11,2022,98.84%,,76.23198,,,,
A,1252,GOLFINA,97,27/09/2022,11/11/2022,94,3,,11,2022,96.91%,,85.61861,,,,
A,1253,GOLFINA,100,27/09/2022,11/11/2022,100,0,,11,2022,100.00%,,88.1786,,,,
A,1254,GOLFINA,97,27/09/2022,11/11/2022,96,1,,11,2022,98.97%,,85.61861,,,,
A,1255,GOLFINA,103,27/09/2022,11/11/2022,102,1,,11,2022,99.03%,,90.73859,,,,
A,1256,GOLFINA,100,27/09/2022,11/11/2022,100,0,,11,2022,100.00%,,88.1786,,,,
A,1257,GOLFINA,100,28/09/2022,12/11/2022,98,2,,11,2022,98.00%,,88.1786,,,,
A,1258,GOLFINA,90,28/09/2022,12/11/2022,87,3,,11,2022,96.67%,,79.6453,,,,
A,1259,GOLFINA,85,28/09/2022,12/11/2022,84,1,,11,2022,98.82%,,75.37865,,,,
A,1260,GOLFINA,80,28/09/2022,12/11/2022,80,0,,11,2022,100.00%,,71.112,,,,
A,1261,GOLFINA,90,28/09/2022,12/11/2022,90,0,,11,2022,100.00%,,79.6453,,,,
A,1262,GOLFINA,100,28/09/2022,12/11/2022,97,3,,11,2022,97.00%,,88.1786,,,,
A,1263,GOLFINA,85,28/09/2022,12/11/2022,81,4,,11,2022,95.29%,,75.37865,,,,
A,1264,GOLFINA,70,28/09/2022,12/11/2022,70,0,,11,2022,100.00%,,62.5787,,,,
A,1265,GOLFINA,103,28/09/2022,12/11/2022,99,4,,11,2022,96.12%,,90.73859,,,,
A,1266,GOLFINA,90,29/09/2022,13/11/2022,86,4,,11,2022,95.56%,,79.6453,,,,
A,1267,GOLFINA,86,29/09/2022,13/11/2022,82,4,,11,2022,95.35%,,76.23198,,,,
A,1268,GOLFINA,100,29/09/2022,13/11/2022,98,2,,11,2022,98.00%,,88.1786,,,,
A,1269,GOLFINA,80,29/09/2022,13/11/2022,74,6,,11,2022,92.50%,,71.112,,,,
A,1270,GOLFINA,90,29/09/2022,13/11/2022,90,0,,11,2022,100.00%,,79.6453,,,,
A,1271,GOLFINA,70,29/09/2022,13/11/2022,66,4,,11,2022,94.29%,,62.5787,,,,
A,1272,GOLFINA,90,29/09/2022,13/11/2022,87,3,,11,2022,96.67%,,79.6453,,,,
A,1273,GOLFINA,82,29/09/2022,13/11/2022,80,2,,11,2022,97.56%,,72.81866,,,,
A,1274,GOLFINA,90,29/09/2022,13/11/2022,87,3,,11,2022,96.67%,,79.6453,,,,
A,1275,GOLFINA,80,29/09/2022,13/11/2022,80,0,,11,2022,100.00%,,71.112,,,,
A,1276,GOLFINA,96,29/09/2022,13/11/2022,91,5,,11,2022,94.79%,,84.76528,,,,
A,1277,GOLFINA,68,29/09/2022,13/11/2022,66,2,,11,2022,97.06%,,60.87204,,,,
A,1278,GOLFINA,110,29/09/2022,13/11/2022,103,7,,11,2022,93.64%,,96.7119,,,,
A,1279,GOLFINA,96,29/09/2022,13/11/2022,92,4,,11,2022,95.83%,,84.76528,,,,
A,1280,GOLFINA,86,29/09/2022,13/11/2022,84,2,,11,2022,97.67%,,76.23198,,,,
A,1281,GOLFINA,78,29/09/2022,13/11/2022,73,5,,11,2022,93.59%,,69.40534,,,,
A,1282,GOLFINA,113,30/09/2022,14/11/2022,111,2,,11,2022,98.23%,,99.27189,,,,
A,1283,GOLFINA,105,30/09/2022,14/11/2022,102,3,,11,2022,97.14%,,92.44525,,,,
A,1284,GOLFINA,98,30/09/2022,14/11/2022,91,7,,11,2022,92.86%,,86.47194,,,,
A,1285,GOLFINA,57,30/09/2022,14/11/2022,52,5,,11,2022,91.23%,,51.48541,,,,
A,1286,GOLFINA,107,30/09/2022,14/11/2022,101,6,,11,2022,94.39%,,94.15191,,,,
A,1287,GOLFINA,76,30/09/2022,14/11/2022,72,4,,11,2022,94.74%,,67.69868,,,,
A,1288,GOLFINA,132,30/09/2022,14/11/2022,128,4,,11,2022,96.97%,,115.48516,,,,
A,1289,GOLFINA,83,30/09/2022,14/11/2022,80,3,,11,2022,96.39%,,73.67199,,,,
A,1290,GOLFINA,80,30/09/2022,14/11/2022,76,4,,11,2022,95.00%,,71.112,,,,
A,1291,GOLFINA,104,30/09/2022,14/11/2022,100,4,,11,2022,96.15%,,91.59192,,,,
A,1292,GOLFINA,105,30/09/2022,14/11/2022,102,3,,11,2022,97.14%,,92.44525,,,,
A,1293,GOLFINA,86,30/09/2022,14/11/2022,83,3,,11,2022,96.51%,,76.23198,,,,
A,1294,GOLFINA,88,30/09/2022,14/11/2022,80,8,,11,2022,90.91%,,77.93864,,,,
A,1295,GOLFINA,40,30/09/2022,14/11/2022,40,0,,11,2022,100.00%,,36.9788,,,,
A,1296,GOLFINA,60,30/09/2022,14/11/2022,55,5,,11,2022,91.67%,,54.0454,,,,
